,measure_id,measure_name,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,age_id,age_name,year_id,metric,mx,lower,upper
33992,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1987,Rate,58.0604420345801,54.822945088765,61.4358369928947
33993,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1988,Rate,61.9360811679614,58.4678068437581,65.4446837154586
33994,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1989,Rate,61.5486103546979,58.4228417010846,64.7348637305765
33995,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1990,Rate,63.0042984315105,59.8111332843987,66.4299174459994
33996,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1991,Rate,64.9804665567051,61.5698558101575,68.1998349245411
33997,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1992,Rate,66.1875479626013,63.0913700396286,69.6033432273201
33998,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1993,Rate,70.1596404087855,66.8229785534844,73.544317420503
33999,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1994,Rate,71.0114505483978,67.5041476012691,74.6059341112377
34000,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1995,Rate,73.594449377406,70.1772780380739,77.1380990278734
34001,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1996,Rate,76.1494728798826,72.6327321825789,79.5917652163747
34002,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1997,Rate,78.3201456422327,74.9954582256419,81.9091518998485
34003,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1998,Rate,81.4850763640452,77.7168061019237,85.2506798541108
34004,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,1999,Rate,84.3770930665099,80.5302096782129,88.4889221335207
34005,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2000,Rate,87.3312580734012,83.431292331505,91.3386490114251
34006,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2001,Rate,90.3303487097751,86.2835736240801,94.4273809850227
34007,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2002,Rate,90.7084715709523,86.5370560988623,94.9076423682121
34008,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2003,Rate,90.6349811758961,86.4253117057396,94.9689779198315
34009,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2004,Rate,90.6431697968866,86.457798003194,95.116879588244
34010,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2005,Rate,90.639032576587,86.4328727277284,94.8913366274603
34011,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2006,Rate,91.775536794091,87.8725443189753,96.4273869098464
34012,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2007,Rate,90.8723634725191,86.953338424531,94.979433849955
34013,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2008,Rate,92.6187399561002,88.2832401921367,97.2637623126861
34014,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2009,Rate,93.6264103580591,89.3596579034128,98.0948251907495
34015,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2010,Rate,92.2251365358049,87.8786052215888,96.6901201792836
34016,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2011,Rate,93.8176073673068,89.2259183143724,98.554205234054
34017,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2012,Rate,93.7743374758449,89.0031262151481,98.6847219674513
34018,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2013,Rate,92.7617734997173,88.1964176706592,97.3286057048595
34019,1,Deaths,3217,Ector County,48135,509,Chronic obstructive pulmonary disease,3,Both,27,Age-standardized,2014,Rate,96.5155385774952,91.8531948671621,101.36336613423
